Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,customerID
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,3806-DXQOM
One year,No,Electronic check,Yes,Monthly,No,Yes,6784-XYJAE
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,3933-DQPWX
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,6661-EIPZC
Two year,No,ELECTRONIC CHECK ,Yes,Monthly,Yes,Yes,8957-THMOA
Two year,YES ,Credit card (automatic),No,Semiann,No,Yes,2251-PYLPB
Month-to-month,No, Credit card (automatic)  ,Yes,Monthly,No,Yes,5555-RNPGT
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,1057-FOGLZ
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,9300-RENDD
Month-to-month,No,Electronic check,Yes,Monthly,Yes,No,0761-AETCS
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,8087-LGYHQ
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,4137-BTIKL
Month-to-month,Yes,Credit card (automatic),No,Monthly,Yes,Yes,ORPH-f388db84
One year,No,Bank transfer (automatic),No,Quarter,Yes,Yes,6227-FBDXH
One year,Yes,Electronic check,No,Monthly,Yes,Yes,2153-MREFK
Month-to-month,Yes,Credit card (automatic),No,Monthly,Yes,Yes,2911-WDXMV
Month-to-month,Yes,Electronic check,Yes,Monthly,No,,7206-PQBBZ
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,3106-ULWFW
Month-to-month,No,Electronic check,Yes,Monthly,No,,0925-VYDLG
One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,ORPH-5d255bd6
 Month-to-month  ,Yes,Electronic check,Yes,Monthly,No,No,7422-WNBTY
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,0842-IWYCP
Two year,No,Bank transfer (automatic),No, Quarter  ,Yes,No,3521-HTQTV
Month-to-month,No,Electronic check,No,Monthly,No,No,3744-ZBHON
Two year,No,Mailed check,No,Monthly,No,Yes,3373-DIUUN
One year,No,Electronic check,No,Monthly,No,Yes,8383-SGHJU
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,7607-QKKTJ
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,7707-PYBBH
Two year,Yes,Electronic check,No,Semiann,Yes,Yes,8984-HPEMB
Month-to-month,No,Electronic check,Yes,Monthly,No,No,4349-GFQHK
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4139-DETXS
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,9779-DPNEJ
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,9805-FILKB
Two year,No,Mailed check,Yes,Monthly,Yes,Yes,5793-YOLJN
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,0673-IGUQO
One year,Yes,Mailed check,No,QUARTER ,No,Yes,4123-FCVCB
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,8819-IMISP
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,7802-EFKNY
Two year,Yes,Electronic check,No,Monthly,Yes,Yes,8311-UEUAB
Month-to-month,No,Mailed check,No,Monthly,Yes,Yes,5858-EAFCZ
One year,Yes, Electronic check  ,No,Monthly,Yes,Yes,8035-BUYVG
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,1163-ONYEY
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,ORPH-06fa2fec
One year,Yes,Electronic check,Yes,Monthly,Yes,Yes,8945-MUQUF
Two year,No,Credit card (automatic),Yes,Semiann,Yes,Yes,5656-MJEFC
One year,No,Mailed check,No,Monthly,Yes,Yes,6082-OQFBA
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,8051-HJRLT
Month-to-month,No,Mailed check,No,Monthly,Yes,No,8974-OVACP
Month-to-month,Yes,Credit card (automatic),Yes,Monthly, Yes  ,Yes,4010-YLMVT
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,1379-FRVEB
Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,8612-GXIDD
Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,6288-CHQJB
Month-to-month,Yes,Electronic check,No,Monthly,No,No,8160-HOWOX
Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,3023-GFLBR
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,6648-INWPS
One year,No,Mailed check,No,Monthly,Yes,Yes,4223-BKEOR
Two year,No,Electronic check,No,Semiann,,Yes,4079-VTGLK
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,1763-WQFUK
Month-to-month,No,Electronic check,No,Monthly,No,Yes,1391-UBDAR
One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,8894-JVDCV
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,2023-VQFDL
Month-to-month,,Mailed check,Yes,Monthly,Yes,Yes,1345-GKDZZ
One year,Yes,Electronic check,No,Monthly,Yes,Yes,2014-MKGMH
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,5628-FCGYG
Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,2560-WBWXF
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,0248-IPDFW
,Yes,Electronic check,Yes,Monthly,No,Yes,7978-DKUQH
Two year,No,Mailed check,Yes,Monthly,Yes,No,4335-UPJSI
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,0524-IAVZO
Month-to-month,yes,Electronic check,Yes,Monthly,No,No,2737-YNGYW
One year,Yes,Bank transfer (automatic),No,Monthly,No,Yes,1784-EZDKJ
Two year,Yes,Electronic check,No,Semiann,Yes,Yes,9297-FVVDH
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,8007-YYPWD
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,7101-HRBLJ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,5159-YFPKQ
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,6635-CPNUN
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,4021-RQSNY
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,5453-YBTWV
One year,No,Mailed check,No,Semiann,Yes,No,5039-LZRQT
One year,Yes,Electronic check,Yes,Semiann,Yes,Yes,2931-VUVJN
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9061-TIHDA
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,8699-ASUFO
Two year,No,Mailed check,Yes,Annual,No,Yes,6418-PIQSP
One year,Yes,Electronic check,Yes,Monthly,Yes,Yes,8220-OCUFY
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,3995-WFCSM
Month-to-month,No,Credit card (automatic),No,Monthly,Yes,No,1895-QTKDO
Month-to-month,No,Electronic check,Yes,Monthly,No,No,2038-OEQZH
One year,No,Credit card (automatic),No,Quarter,Yes,Yes,1178-PZGAB
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,7927-AUXBZ
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,2626-VEEWG
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,2878-RMWXY
Two year,No,Credit card (automatic), No  ,Monthly,Yes,Yes,1657-DYMBM
One year,No,Electronic check,No,Monthly,Yes,Yes,7311-MQJCH
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,7375-WMVMT
One year,Yes,Credit card (automatic),No,Monthly,No,No,1136-XGEQU
Two year,Yes,Electronic check,Yes,MONTHLY ,Yes,Yes,2530-FMFXO
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,6844-DZKRF
Month-to-month,Yes,Electronic check,No,Monthly,No,No,4695-WJZUE
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,7619-ODSGN
Two year,No,Credit card (automatic),,Monthly,Yes,Yes,5970-GHJAW
Two year,Yes,Electronic check,Yes,Monthly, Yes  ,Yes,8879-XUAHX
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3689-MOZGR
Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,4195-PNGZS
Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,5003-XZWWO
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,3988-RQIXO
Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7622-FWGEW
One year,Yes,Mailed check,No,Monthly,No,Yes,6922-NCEDI
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2514-GINMM
One year,No,Mailed check, No  ,Monthly,Yes,Yes,9891-NQDBD
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,6131-IUNXN
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,8548-AWOFC
One year,Yes,Mailed check,Yes,Monthly,Yes,No,9798-DRYDS
Two year,No,Mailed check,No,Monthly,Yes,Yes,8532-UEFWH
One year,No,Electronic check,No,Quarter,No,No,6296-DDOOR
One year,No,Bank transfer (automatic),No,Quarter,Yes,Yes,7951-VRDVK
,Yes,Mailed check,Yes,Monthly,No,Yes,5931-FLJJF
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,4815-YOSUK
One year,Yes,Electronic check,No,Monthly,Yes,no,2659-VXMWZ
One year,Yes,Electronic check,No,Monthly,No,Yes,0380-NEAVX
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3207-OYBWH
Month-to-month,Yes,Electronic check,No,Monthly,Yes,No,4285-GYRQC
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,7216-EWTRS
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,No,4365-MSDYN
Two year,No,Electronic check,No,Monthly,No,Yes,7036-TYDEC
One year,Yes,Mailed check,No,Quarter, Yes  ,Yes,5802-ADBRC
One year,No,Mailed check,No,Annual,No,Yes,8076-FEZKJ
Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,5197-YPYBZ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,8337-MSSXB
Two year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,4312-GVYNH
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,8495-LJDFO
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,0839-JTCUD
Two year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,5494-WOZRZ
Month-to-month,No,Electronic check,No,Monthly,Yes,Yes,1302-UHBDD
Two year,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,2234-EOFPT
Two year,No,Credit card (automatic),No,Monthly,No,Yes,8619-IJNDK
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,8378-LKJAF
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,8182-BJDSI
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,2528-HFYZX
One year,Yes,Electronic check,No,Quarter,No,Yes,1153-GNOLC
Two year,No,Mailed check,No,Monthly,No,Yes,3298-QEICA
One year,Yes,Electronic check,Yes,Annual,Yes,Yes,0788-DXBFY
Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3597-YASZG
Month-to-month,No,Electronic check,Yes,Monthly,Yes,No,3496-LFSZU
Two year,No,Mailed check,No,Annual,No,Yes,5242-UOWHD
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,2482-CZGBB
Two year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,6479-SZPLM
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,8097-VBQTZ
Two year,No,Mailed check,No,Monthly,Yes,Yes,4500-HKANN
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,9917-KWRBE
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,3420-ZDBMA
ODe year,Yes,Credit card (automatic),Yes,Semiann,Yes,Yes,2212-LYASK
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,1393-IMKZG
Two year,No,Credit card (automatic),Yes,Monthly,No,Yes,8069-RHUXK
Two year,Yes,Credit card (automatic),No,Monthly,No,Yes,3398-GCPMU
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,2908-WGAXL
One year,No,Electronic check,yes,Monthly,No,Yes,3378-AJRAO
 Month-to-month  ,Yes,Electronic check,Yes,Monthly,No,Yes,1013-QCWAM
One year,Yes,Mailed check,Yes,Monthly,No,Yes,0866-QLSIR
Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,6050-FFXES
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,7181-BQYBV
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,0362-RAOQO
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,9554-DFKIC
Month-to-month,No,Mailed check,No,Monthly,No,Yes,5527-ACHSO
One year,No,Credit card (automatic),No,Monthly,Yes,No,0829-DDVLK
Month-to-month,Yes,Electronic check,No,Monthly,Yes,No,1399-UBQIU
One year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,1813-JLKWR
Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,0336-PIKEI
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,7322-OCWHC
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,9537-VHDTA
One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,4957-TIALW
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,2054-PJOCK
One year,No,Mailed check,No,Semiann,No,Yes,9150-HEPMB
Two year,No,,No,Monthly,Yes,No,9030-QGZNL
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,No,6204-IEUXJ
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,3126-WQMGH
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,ORPH-dfd1352a
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,No,2506-CLAKW
Two year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,7176-WRTNX
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,1583-IHQZE
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,5732-IKGQH
Two year,Yes,Credit card (automatic),No,Quarter,Yes,Yes,9239-GZHZE
Two year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes,7205-BAIAD
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,0151-ONTOV
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,4140-MUHUG
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0093-EXYQL
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,8064-RAVOH
One year,No,Credit card (automatic),Yes,Annual,NO ,Yes,0219-QAERP
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,0320-JDNQG
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,7180-PISOG
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,9168-INPSZ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,3571-RFHAR
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0015-UOCOJ
Two year,Yes,Credit card (automatic),No,Monthly,No,Yes,5334-AFQJB
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,2754-SDJRD
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,9578-VRMNM
Month-to-month,Yes,Credit card (automatic),No,Monthly,No,Yes,1587-FKLZB
Month-to-month,Yes,Mailed check,Yes, Monthly  ,Yes,No,6140-QNRQQ
Month-to-month,No,Mailed check,No,Monthly,Yes,No,8963-JLGJT
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,4307-KTUMW
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,1465-LNTLJ
Two year,Yes,Bank transfer (automatic),Yes,Semiann,Yes,Yes,5440-FLBQG
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,2135-DQWAQ
Two year,No,Mailed check,Yes,Semiann, Yes  ,Yes,4056-QHXHZ
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7470-MCQTK
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,7488-MXJIV
Two year,No,Credit card (automatic),Yes,Semiann,Yes,Yes,7401-JIXNM
Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,9339-FIIJL
Month-to-month,Yes,Electronic check,Yes,Monthly,,Yes,2027-FECZV
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,2672-DZUOY
Month-to-month,No, Electronic check  ,Yes,Monthly,Yes,No,4706-DGAHW
One year,No,Electronic check,Yes,Monthly,No,Yes,3870-MQAMG
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,6670-MFRPK
Two year,YES ,Credit card (automatic),Yes,Semiann,Yes,Yes,6177-PEVRA
One year,Yes,Credit card (automatic),No,Annual,YES ,Yes,4800-CZMPC
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,4813-HQMGZ
Two year,Yes,Mailed check,Yes,Semiann,No,Yes,7579-KKLOE
Month-to-month,Yes,Electronic check,No,Monthly,Yes,No,7377-DMMRI
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,8402-EIVQS
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4947-DSMXK
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,7245-NIIWQ
One year,Yes,Mailed check,No,Quarter,No,Yes,0002-ORFBO
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3324-OIRTO
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,5414-OFQCB
Two year,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,4967-WPNCF
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,8552-OBVRU
One year,No,Mailed check,Yes,Monthly,No,Yes,8499-BRXTD
One year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,9154-QDGTH
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,8197-BFWVU
One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,2577-GVSIL
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,9367-OIUXP
Two year,No,Mailed check,Yes,Monthly,No,Yes,6770-UAYGJ
Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,6463-HHXJR
Month-to-month,No,Electronic check,Yes,Monthly,No,No,7928-VJYAB
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,1187-WILMM
Month-to-month,Yes,CREDIT CARD (AUTOMATIC) ,Yes,Monthly,Yes,Yes,9776-OJUZI
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,1306-RPWXZ
Month-to-month,Yes, Credit card (automatic)  ,Yes,Monthly,No,No,
Month-to-month,Yes,Electronic check,No,Monthly,No,,2774-LVQUS
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3097-PYWXL
One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,ORPH-d1aea8a4
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,0869-PAPRP
Month-to-month,No,Bank transfer (automatic),No,Monthly,No,Yes,4238-JSSWH
One year,No,Electronic check,Yes,Monthly,No,Yes,2972-YDYUW
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,1104-FEJAM
One year,Yes,Mailed check,No,annual,Yes,Yes,2809-ILCYT
One year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,5499-ECUTN
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4981-FLTMF
Month-to-month,Yes,Credit card (automatic),,Monthly,No,Yes,9121-PHQSR
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,3113-IWHLC
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3211-ILJTT
MONTH-TO-MONTH ,Yes,Bank transfer (automatic),No,Quarter,No,Yes,4612-THJBS
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4277-BWBML
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,4094-NSEDU
One year,No,Credit card (automatic),No,Quarter,No,No,0234-TEVTT
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4304-TSPVK
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,1552-AAGRX
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,ORPH-4b2af6bb
Two year,No,Mailed check,No,Quarter,Yes,Yes,9796-MVYXX
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,7874-ECPQJ
Two year,Yes,Credit card (automatic),No,Monthly,No,Yes,0020-INWCK
One year,No,Mailed check,No,Monthly,Yes,Yes,7089-RKVSZ
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,2683-JXWQQ
Two year,No,Bank transfer (automatic),No,Semiann,Yes,Yes,9548-ZMVTX
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,8739-XNIKG
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,9755-JHNMN
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3981-QSVQI
Month-to-month,Yes,Electronic check,No,Monthly,No,No,2789-HQBOU
Two year,No,Mailed check,Yes,Semiann,Yes,Yes,9424-CMPOG
Two year,Yes,Bank transfer (automatic),Yes,Semiann,Yes,Yes,5067-WJEUN
two year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,3450-WXOAT
One year,No,Mailed check,No,quarter,Yes,Yes,9251-WNSOD
One year,No,Electronic check,Yes,Semiann,No,Yes,6974-DAFLI
Month-to-month,Yes,Bank transfer (automatic),No,Monthly,Yes,No,2616-UUTFK
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,7064-JHXCE
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,5103-MHMHY
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,7989-AWGEH
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,4373-VVHQL
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,4559-UWIHT
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,No,7268-IGMFD
Month-to-month,Yes,Electronic check,Yes,Monthly,No,no,1846-XWOQN
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,0235-KGSLC
Two year,Yes,Credit card (automatic),No,Monthly,Yes, Yes  ,6650-BWFRT
Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,9570-KYEUA
Two year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes,6993-YGFJV
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2712-SYWAY
Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,0730-BGQGF
One year,Yes,Credit card (automatic),No,Monthly, Yes  , Yes  ,5498-IBWPI
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,9101-NTIXF
Two year,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,0013-SMEOE
One year,Yes,Electronic check,Yes,Monthly,No,No,9314-QDMDW
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,9308-ANMVE
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2884-GBPFB
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,UNK-073cffcc
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3413-DHLPB
One year,No,Mailed check,Yes,Monthly,No,Yes,7649-PHJVR
One year,No,Credit card (automatic),no,Monthly,No,No,6114-TCFID
 Month-to-month  ,Yes,Electronic check,Yes,Monthly,Yes,Yes,3787-TRIAL
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,2573-GYRUU
UNK-8b1c154f,No,Mailed check,Yes,Monthly,Yes,Yes,5156-UMKOW
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,1247-QBVSH
Month-to-month,No,Electronic check,Yes,Monthly,No,,6734-GMPVK
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,9822-OAOVB
One year,No,Electronic check,No,Monthly,No,Yes,6161-ERDGD
One year,No,Electronic check,No,Monthly,Yes,Yes,1226-JZNKR
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,7318-EIVKO
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,3771-PZOBW
 One year  ,Yes,Mailed check,Yes,Monthly,No,Yes,5136-KCKGI
One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,8231-BSWXX
One year,Yes,Electronic check,No,Semiann,Yes,Yes,6486-LHTMA
One year,No,Credit card (automatic),Yes,MONTHLY ,Yes,Yes,4083-BFNYK
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,3722-WPXTK
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,7389-KBFIT
 Month-to-month  ,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7176-WIONM
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,5141-ZUVBH
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,1089-HDMKP
Month-to-month,No,Mailed check,Yes,Monthly,No,No,7623-HKYRK
One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,0310-SUCIN
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,5197-PYEPU
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,2929-ERCFZ
Month-to-month,Yes,Electronic check,No,Monthly,Yes,No,7548-SEPYI
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,8835-VSDSE
Two year,No,Mailed check,Yes,Monthly,No,Yes,6619-RPLQZ
UNK-96717e92,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,3275-RHRNE
 Month-to-month  ,No,Electronic check,Yes,Monthly,No,Yes,3503-TYDAY
Two year,,Electronic check,No,Quarter,Yes,Yes,6901-GOGZG
One year,No,Mailed check,yes,Monthly,Yes,Yes,1623-NLDOT
Two year,No,Credit card (automatic),No,Monthly,No,No,7021-XSNYE
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,9621-OUPYD
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,9898-KZQDZ
One year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes,8982-NHAVY
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,4307-KWMXE
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,ORPH-7d532790
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,2450-ZKEED
Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,3694-DELSO
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,3893-JRNFS
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,9603-OAIHC
One year,No,Mailed check,No,Monthly,Yes,Yes,1133-KXCGE
Two year,Yes,Bank transfer (automatic),Yes,Semiann,Yes,Yes,5236-PERKL
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0142-GVYSN
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,1049-FYSYG
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,7854-FOKSF
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,2519-FAKOD
One year,Yes,Credit card (automatic),Yes,Semiann,Yes,Yes,8406-LNMHF
