PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,customerID
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2123-AGEEN
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,1258-YMZNM
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,0048-LUMLS
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,ORPH-5e6dfbcb
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5898-IGSLP
 Yes  ,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes, No  ,Yes,3804-RVTGV
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,No,Yes,Yes,6259-WJQLC
No,No phone service,DSL,No,No,No,No,No,No,Yes,Yes,No,Yes,9227-LUNBG
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,No,Yes,Yes,7997-EASSD
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,0730-KOAVE
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8975-SKGRX
Yes,Yes,Fiber optic,no,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,0678-RLHVP
Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4315-MURBD
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,2267-FPIMA
Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Yes,No,Yes,Yes,1051-GEJLJ
Yes,Yes,DSL ,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9734-YWGEX
Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,
Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,5285-MVEHD
Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0379-DJQHR
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes, 0781-LKXBR  
Yes,No,DSL,No,No,No,No,Yes,No,Yes,No,Yes,No,5543-QDCRY
Yes,No,DSL,No,Yes,No,Yes,No, Yes  ,Yes,No,No,Yes, 0297-RBCSG  
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,4694-PHWFW
Yes,Yes,Fiber optic,No, Yes  ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0835-JKADZ
Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,No,No,No,1907-UBQFC
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,7508-SMHXL
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3865-YIOTT
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,5993-BQHEA
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,6024-RUGGH
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,6513-EECDB
Yes,No,Fiber optic,,No,No,No,No,No,Yes,No,Yes,Yes,3956-CJUST
No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4079-WWQQQ
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,,No,Yes,Yes,6103-BOCOU
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5149-TGWDZ
Yes,Yes,No, No internet service  ,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,7471-WNSUF
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,8942-DBMHZ
Yes,Yes,,No,No,No,No,No,No,No,Yes,Yes,No,4301-VVZKA
Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,9199-PWQVC
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,4824-GUCBY
Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5393-HJZSM
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,7074-IEVOJ
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,9625-QSTYE
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,0862-PRCBS
Yes,No,Fiber optic,No,No,Yes,No,No, Yes  ,Yes,Yes,Yes,Yes,ORPH-d44960c5
Yes,No,Fiber optic,No,Yes,No,No,No,No,No,Yes,Yes,Yes,5146-CBVOE
Yes,No,Fiber optic,No,Yes,No,Yes,No,No,No,No,No,Yes,0454-OKRCT
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,5787-KXGIY
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Yes,No,4750-ZRXIU
No,No phone service,DSL,Yes,No,No,Yes,No,No,Yes,No,No,No,4198-VFOEA
Yes,,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,No,Yes,6630-UJZMY
Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,5709-LVOEQ
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,No,Yes,6400-BWQKW
NO ,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2692-AQCPF
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,0347-UBKUZ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,0835-DUUIQ
yes,No phone service,DSL,No,Yes,No,No,No,No,No,No,Yes,No,0811-GSDTP
Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Yes, No  ,No,ORPH-84f42500
No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,6115-ZTBFQ
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,6353-BRMMA
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,No,No,6680-WKXRZ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,6231-WFGFH
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes, Yes  ,Yes,Yes,9904-EHEVJ
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,7028-DVOIQ
Yes,no,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,6169-PPETC
Yes,No,DSL,No,No,No,No,No,No,Yes,No,Yes,Yes,4208-UFFGW
Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,No,No,No,8584-KMVXD
Yes,No,DSL,Yes,No inteBnet service,No,Yes,No,No,No,Yes,Yes,No,8467-WYNSR
Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0851-DFJKB
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,No,5382-SOYZL
Yes,No,DSL,,No,No,No,No,No,No,No,No,Yes,UNK-8b57bc5d
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,yes,,No,No,3261-CQXOL
Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,No,No,8388-FYNPZ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4002-BQWPQ
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,5651-YLPRD
No,No phone service,DSL,Yes,No,No,No,No,No,No,No,No,No,2826-DXLQO
Yes,No, No  ,No internet service,No internet service,No internet service,No internet service,No internet service,,No,No,No,Yes,4378-BZYFP
Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,No,,No,9489-UTFKA
,Yes,DSL,Yes,No,Yes,no internet service,No,Yes,Yes,Yes,Yes,Yes,4849-PYRLQ
Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,No,Yes,9117-SHLZX
Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,9889-TMAHG
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,4541-RMRLG
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,7764-BDPEE
Yes,No,DSL,Yes,Yes,Yes,,Yes,No,No,Yes,No,Yes,
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,No,Yes,3158-MOERK
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,7294-TMAOP
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No,yes,No,5002-GCQFH
Yes,No,DSL, No  ,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0556-FJEGU
No,No phone service,DSL,No,Yes,No,No,No,No,Yes,No,No,No,8919-FYFQZ
Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,YES ,Yes,ORPH-2fa1d885
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2834-JRTUA
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,5875-YPQFJ
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,ORPH-5605afc6
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6646-QVXLR
Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,No,6461-PPAXN
Yes,No,Fiber optis,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,3318-ISQFQ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,1106-HRLKZ
Yes,No,DSL,Yes,No,No,No,No,No,No,No,Yes,No,2483-XSSMZ
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,8603-IJWDN
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,8165-ZJRNM
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,No,Yes,9369-XFEHK
Yes,No,DSL,No,No,No,,No,No,Yes,Yes,Yes,Yes,2604-XVDAM
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,,Yes,3717-OFRTN
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,9046-JBFWA
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,yes,3280-NMUVX
Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,1206-EHBDD
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,8361-LBRDI
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,4883-KCPZJ
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,9108-EQPNQ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,7277-KAMWT
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,3842-IYKUE
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,6641-XRPSU
Yes,Yes,Fiber optic,No,No, No  ,No,Yes,Yes,Yes,Yes,No,Yes,1374-DMZUI
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,2545-LXYVJ
Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3234-VKACU
,No,Fiber optic,No,No,Yes, No  ,Yes,Yes,Yes,Yes,Yes,Yes,8357-EQXFO
Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,No,Yes,1989-PRJHP
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,8120-JDCAM
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,8917-FAEMR
Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,No,No,No,No,7047-YXDMZ
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2858-EIMXH
Yes,no,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes,No,No,9524-EGPJC
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,Yes,6993-OHLXR
Yes,Yes,,Yes,No,No, No  ,Yes,Yes,Yes,Yes,No,Yes,8818-XYFCQ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,6419-ZTTLE
Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,No,ORPH-bd690b8a
No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,6614-YOLAC
Yes,No,Fiber optic,No,No,No,Yes,No,,Yes,Yes,No,Yes,7426-RHZGU
YES ,No,DSL,No,Yes,,No,No,No,Yes,Yes,No,No,ORPH-a7ede607
Yes,No,DSL,No,No,Yes,,No,Yes,No,,Yes,Yes,4695-VADHF
Yes,No,DSL,No,No,No,no internet service,No,Yes,No,Yes,Yes,Yes,3863-IUBJR
Yes,Yes,DSL,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,7649-SIJJF
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,9361-YNQWJ
No,No phone service,DSL,No,No,No,Yes,No,Yes,No,Yes,Yes,No,3748-FVMZZ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,9391-TTOYH
Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,No,No,1452-XRSJV
Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,3422-WJOYD
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,No,Yes,8242-SOQUO
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,7460-ITWWP
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,7147-AYBAA
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7868-TMWMZ
Yes,Yes,Fiber optic,No,,Yes,No,Yes,Yes,Yes,Yes,No,No,4822-RVYBB
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,6732-FZUGP
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,8436-BJUMM
Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,4184-TJFAN
Yes,No,Fiber optic,No,No,No,No,No,No, Yes  ,No,Yes, Yes  ,8329-GWVPJ
Yes,Yes,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,1352-VHKAJ
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4145-UQXUQ
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,2632-TACXW
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,8146-QQKZH
Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,ORPH-ce00f480
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6445-TNRXS
No,No phone service,DSL,No,No,Yes,No,,Yes,Yes,No,No,No,4581-LNWUM
Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,Yes,Yes,4869-EPIUS
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,9948-YPTDG
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,No,Yes,1236-WFCDV
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,1915-OAKWD
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,Yes,7296-PIXQY
Yes,No,Fiber optic,No,No,No,No,No,No,,No,Yes,,4883-QICIH
Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,No,3354-OADJP
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,3524-WQDSG
Yes,Yes,DSL,Yes,No,NO ,Yes,Yes,No,Yes,Yes,Yes,Yes,0810-DHDBD
Yes,No,DSL,No,No,No,Yes,No,No,No,Yes,No,Yes,4026-SKKHW
Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,2829-HYVZP
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,8329-IBCTI
No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,1271-SJBGZ
No,No phone service,DSL,No,No,No,No,No,Yes,Yes,No,No,No,3845-JHAMY
Yes,Yes,DSL,No,No,Yes,Yes,Yes, Yes  ,Yes,No,Yes,Yes,7013-PSXHK
No,No phone service,DSL,No,No,Yes,No,No,Yes,Yes,No,Yes,No,5669-SRAIP
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,No,5981-ITEMU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,3486-NPGST
Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,No,No,6941-PMGEP
Yss,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,No,No,Yes,1624-WOIWJ
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,No,2074-GKOWZ
Yes,Yes,dsl,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,0376-YMCJC
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,6100-FJZDG
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4829-ZLJTK
Yes,No,DSL,No,No,No,Yes,No,No,Yes,Yes,Yes,No,1730-VFMWO
Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,7143-BQIBA
Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,Yes,No,3800-LYTRK
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,0634-SZPQA
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,9646-NMHXE
Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,7030-NJVDP
Xes,Yes,Fiber optic, No  ,Yes,No,No,Yes,Yes,Yes,No,No,Yes,5536-RTPWK
Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,8883-GRDWQ
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,6166-ILMNY
Yes,No,DSL,No,Yes,No,No,No,No,No,no,No,Yes,3097-NNSPB
No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0655-RBDUG
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,2111-DWYHN
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,4194-WHFCB
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,4121-AGSIN
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4361-BKAXE
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,9845-PEEKO
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,No,Yes,0455-XFASS
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,No,No,No,0301-KOBTQ
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,1751-NCDLI
Yes,Yes,No,,No internet service,No internet service,No internet service,No internet service, No internet service  ,No,No,No,No,4367-NUYAO
Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Yes,Yes,No,9878-TNQGW
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,9170-ARBTB
Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,No,No,Yes,ORPH-4f53d947
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,8999-BOHSE
Yes,Yes, Fiber optic  ,Yes,No,No,Yes, No  ,No,Yes,Yes,No,Yes,7241-AJHFS
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,7029-RPUAV
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,No,4546-FOKWR
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9036-CSKBW
Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5832-TRLPB
Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,8590-YFFQO
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,8659-IOOPU
Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,1338-CECEE
Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,No,No,7439-DKZTW
Yes,No,DSL,Yes,No,Yes,Yes, Yes  ,Yes,Yes,No,No,Yes,4646-QZXTF
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,4607-CHPCA
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,9742-XOKTS
Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,6921-OZMFH
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,NO INTERNET SERVICE ,No,No,Yes,No,4712-UYOOI
Yes,No,DSL,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,8824-RWFXJ
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,7722-CVFXN
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,8717-VCTXJ
Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,No,Yes,7363-QTBIW
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4159-NAAIX
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,0971-QIFJK
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,9397-TZSHA
Yes,No,DSL,No,Yes,No,No,No,No,Yes,No,Yes,No,3391-JSQEW
No,No phone service,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Yes,0343-QLUZP
Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,9763-PDTKK
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2176-LVPNX
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,No,No,7627-JKIAZ
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3312-UUMZW
Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,Yes,No,No,1271-UODNO
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,ORPH-ed57bab0
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,No,Yes,6900-RBKER
Yes, Yes  ,Fiber optic,Yes,YES ,No,No,Yes,Yes,Yes,Yes,No,Yes,6891-JPYFF
No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1459-QNFQT
Yes,No,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,1047-NNCBF
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,3696-XRIEN
No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,No,No,No,4081-DYXAV
Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,0074-HDKDG
Yes,No,DSL,No,Yes,No,No,No,No,Yes,,No,No,8791-GFXLZ
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,8111-SLLHI
Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,No,Yes,0927-LCSMG
Yes,No,DSL,Yes,Yes,Yes,Yes,yes,No,No,No,Yes,Yes,9330-DHBFL
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,0098-BOWSO
Yes, Yes  ,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,No,Yes,3452-ABWRL
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,5859-HZYLF
Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No, Yes  ,Yes,8257-RZAHR
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5293-WXJAK
Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,3156-QLHBO
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,No,No,Yes,2208-NQBCT
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1779-PWPMG
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,Yes,6621-NRZAK
Yes,No,No,NO ,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No, No  ,0831-JNISG
Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No,No,No,0774-IFUVM
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,3082-WQRVY
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Yes  ,9553-DLCLU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,1641-BYBTK
Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Yes,No,No,2460-NGXBJ
Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,No,Yes,2446-ZKVAF
No,No phone service,DSL,No,No,No,No,No,Yes,Yes,No,No,Yes,0841-NULXI
